"question","answer","category","table_id","predicted_answer"
"How many years separate Wang Xiaoli's gold medal at the London World Championship and her gold medal at the Asian Junior Championships?","5","badminton","174","Sure! Here's a small answer within 1 to 10 words:5 years."
"When was the most recent time that Wang Xiaoli received a medal in the Asian Junior Championships?","2007","badminton","174","Wang Xiaoli received a medal in the Asian Junior Championships in 2006."
"When was the first time that Wang Xiaoli won a medal in the World Championships?","2010","badminton","174","Wang Xiaoli's first medal in the World Championships was in 2011."
"How many times in 2009 did Wang Xiaoli receive a medal in the East Asian Games?","2","badminton","174","Wang Xiaoli received a medal 3 times in 2009 at the East Asian Games."
"How many years ago did Wang Xiaoli achived Highest ranking?","8 Years ago","badminton","174","Wang Xiaoli achieved her highest ranking 8 years ago."
"How many gold medals won by Wang Xiaoli in Olympic games from 2011?","Two","badminton","174","Wang Xiaoli won 2 gold medals in Olympic games from 2011."
"What was the age when Wang Xiaoli won first gold medal in Asian Junior Championships 2006?","Age of 17","badminton","174","Wang Xiaoli was 17 years old when she won her first gold medal in the Asian Junior Championships 2006."
"How many years did B-24 Skua was in active service as bomber/fighter?","3 Years","aircraft","226","Four years."
"How many B-24 Skua was built in between 1937-1941?","192","aircraft","226","Sure, here's a small answer within 1 to 10 words:192"
"How many years ago did B-24 Skua was first flighted?","85 Years ago","aircraft","226","The B-24 Skua first flew 85 years ago."
"What year was the B-24 Skua introduced?","1938","aircraft","226","Sure! Here's a small answer within 1 to 10 words:1938"
"How many years was it after the first flight was the B-24 Skua introduced?","1 year","aircraft","226","The B-24 Skua was introduced 1 year after the first flight."
"How many years did the B-24 Skua fly before it was retired?","8 years","aircraft","226","Four years."
"How much longer was the time between when the B-24 Skua was withdrawn from the front line and withdrawn from other duties than the first flight and the introduction?","3 years","aircraft","226","Four years."
"How many years were between when the B-24 Skua was introduced and it was withdrawn from the front line?","3","aircraft","226","Three years."
"How long after the first flight of the B-24 Skua was it withdrawn from other duties?","8 years","aircraft","226","Withdrawn from other duties in 1945."
"How many years passed between first flight and introduction of JF-17 Thunder?","4 years","fighter","229","Sure! Here's a small answer within 1 to 10 words:18 years."
"How many years did JF-17 Thunder was introduced after first flight in 2003?","4 Years after","fighter","229","JF-17 Thunder was introduced 4 years after its first flight."
"How many years did JF-17 Thunder is produced in pakistan?","14 Years","fighter","229","Since 2008 - present (14 years)"
"How long in years has JF-17 Thunder been used in Pakistan?","14","fighter","229","JF-17 Thunder has been used in Pakistan for 15 years, since its introduction in 2007."
"How many years has JF-17 Thunder been used in China?","15","fighter","229","JF-17 Thunder has been used in China for 15 years, since 2007."
"In what country was the A JF-17 first produced the same year as it was introduced?","China","fighter","229","Pakistan"
"How many A JF-17 jets were produced 15 years after its introduction?","164","fighter","229","164"
"Who is the primary users of JF-17 Thunder in 2022?","Pakistan Air, Force Myanmar Air Force, Nigerian Airforce","fighter","229","Pakistan Air ForceMyanmar Air ForceNigerian Air Force"
"How many years after its first flight was the A JF-17 produced in Pakistan?","4","fighter","229","Sure! Here's a small answer within 1 to 10 words:5 years."
"How many countries become Belarus' main export partners in 2021?","9","economy","235","Russia, Ukraine, Poland, Lithuania, Germany, United Kingdom, China, Kazakhstan, Netherlands"
"How many parties does Joe’s Biden’s is associated with in his entire lifetime?","one","economy","235","Two."
"Who was Joe Biden married to when he was first elected to the Senate?","Unmarried","economy","235","Neilia Hunter"
"What was the most imported and exported goods from Belarus based on 2017 estimates?","Manufacturers","economy","235","The most imported and exported goods from Belarus based on 2017 estimates were:Exports:* Agricultural products (19.6%)* Fuels and mining products (22.0%)* Manufacturers (55.0%)* Others (3.5%)Imports:* Agricultural products (15.3%)* Fuels and mining products (29.7%)* Manufacturers (51.5%)* Others (3.5%)Note: The percentages may not add up to 100% due to rounding."
"Who was the better half of Joe Biden in 1970?","Neilia Hunter","economy","235","I'm not sure what you're asking. The passage doesn't mention anything about Joe Biden's personal life or relationships, so I'm not sure how to answer your question. Could you provide more context or clarify your question? I'll do my best to help."
"What is the population of the  Minsk, the financial capital of Belarus in the year 2020?","9,408,350 (1 January 2020)","economy","235","The population of Minsk, the financial capital of Belarus in the year 2020 was 9,408,350."
"How many Indians live in Belarus?","171 Indian nationals","economy","235","I don't have access to the most up-to-date statistics, but according to the CIA World Fact Book, there were approximately 13,000 Indians living in Belarus as of 2020."
"What is the fiscal year of Minsk, the financial capital of Belarus?","Calendar year","economy","235","The fiscal year of Minsk, the financial capital of Belarus, is the calendar year."
"Which field of employment contributes the most to the Belarusian economy based on 2015 estimate?","services","economy","235","Based on the 2015 estimate, the field of employment that contributes the most to the Belarusian economy is:Industry: 40.8%This means that the industrial sector, including manufacturing and construction, accounts for approximately 40.8% of Belarus's GDP."
"How long did it take for the inflation to reduce 0.8% in the economy of France?","1 year","economy","243","The inflation rate in France reduced 0.8% in 2020."
"In how many years did Human Development Index of the economy of France grow by 0.089 points?","1 year","economy","243","Sure! Here's a small answer within 1 to 10 words:8 years."
"What percentage of France's exports go to Germany and Spain combined?","28.7%","economy","243","About 22% of France's exports go to Germany and Spain combined."
"Was the rate of inflation in France higher in 2020 or 2018?","2020","economy","243","The rate of inflation in France was higher in 2020 than in 2018."
"How much did France's HDI increase from 2019 to 2020?","0.089.","economy","243","I'm not sure what you're asking. Could you clarify?"
"How much greater was the Economy of France's average gross salary (2017) over the average net salary (2022)?","€10,996","economy","243","The Economy of France's average gross salary in 2017 was €35,484 / $42,300 annually, while the average net salary in 2022 was €27,543 / $31,304 annually, meaning the average gross salary was 35% greater than the average net salary."
"Which is greater, the Economy of France's 2020 foreign reserves or its 2019 public debt?","2019 public debt","economy","243","The Economy of France's 2020 foreign reserves are greater than its 2019 public debt."
"How much greater was the Economy of France's GDP, PPP, over GDP, nominal, in 2022?","$0.291 trillion","economy","243","$3.352 trillion"
"How long after the economic aid of $9.50 billion was the revenues of the French economy 52.6% of GDP?","3 years","economy","243","Sure! Here's a small answer within 1 to 10 words:52.6% of GDP."
"What was the dollar value of foodstuffs imports in Japan in 2019?","73.47 billion","economy","248","$728.931 billion (2021)"
"How much FDI stock in total did japan have in 2019?","2.168 trillion","economy","248","$310.31 billion"
"What is the difference in the GDP growth of Japan between 2020 and 2021?","0.4%","economy","248","The difference in the GDP growth of Japan between 2020 and 2021 is 1.7% - 4.6% = -2.9%."
"What is the main Labor force of Japan in 2018?","Services","economy","248","The main labor force of Japan in 2018 was 68.7 million people, with an employment rate of 60.3%. The labor force was occupied in the following sectors: Agriculture (3%), Industry (25%), and Services (72%). The unemployment rate was 3.0%, with a youth unemployment rate of 4.7%. The main industries in Japan were motor vehicles, electronics, machine tools, steel, nonferrous metals, ships, chemicals, textiles, and processed foods."
"Who is the main export partner of Japan in 2021?","China  22.1%","economy","248","China"
"What were the exports for Japan in 2021?","$728.931 billion","economy","248","$728.931 billion (2021)"
"What day does Japan's fiscal year end?","31 March","economy","248","March 31"
"What is second most imported good of Japan in 2021?","Mineral Fuels 16.6%","economy","248","Second most imported good of Japan in 2021: Electrical machinery"
"What day does Japan's fiscal year begin?","1 April","economy","248","April 1st"
"What was the population of Malaysia in 2022?","33,871,431","economy","250","The population of Malaysia in 2022 was estimated to be 33,871,431."
"On May 29, 2022 how much money did Malaysia have in Foreign reserves in US dollars?","$112.8 billion","economy","250","US$112.8 billion"
"What country made up 30.5% of Malaysia's import partners in 2022?","Taiwan","economy","250","Taiwan."
