question,answer,table_id,answer_type,is_temporal
What are the system of Portadown/Newry line?,"NI Railways, Services,Belfast / Bangor-Newry,  Belfast / Bangor-Portadown, Belfast / Bangor-Lisburn",1092,UNKNOWN,False
what is the locale of Portadown/Newry line?,Northern Ireland,1092,UNKNOWN,False
what is the Rolling stock of Portadown/Newry line?,"Class 4000 ""C4K""",1092,UNKNOWN,False
What gauge are Northern Irish railways?,"1,600 mm(5 ft 3 in) Irish gauge",1092,UNKNOWN,False
what is the status of the Portadown/Newry line?,Operational,1092,UNKNOWN,False
what is the name of Termini in Delaware Extension?,Philadelphia,1094,UNKNOWN,False
what is the track gauge?,"1,435 mm",1094,UNKNOWN,False
what is the length of Delaware Extension?,9.5 mi,1094,UNKNOWN,False
Which year is opened of Delaware Extension?,1862,1094,TEMPORAL,True
When Delaware Extension was opened?,"1862 (Pennsylvania Railroad), 1968 (Penn Central), 1976 (Conrail)",1094,TEMPORAL,True
Which year is closed of Delaware Extension?,1968,1094,TEMPORAL,True
What is the line length of Delaware Extension?,9.5 mi (15.3 km),1094,UNKNOWN,False
When Delaware Extension was closed?,"1968 (Pennsylvania Railroad), 1976 (Penn Central), unknown (Conrail, became part of Harrisburg Line)",1094,TEMPORAL,True
How many years were between the end of the run of the Billie Mae Richards TV specials and the film in which Blitzen was Rudolph's father?,12,1095,COUNT,True
What year was Arrow seen as part of Rudolph the Red-Nosed Reindeer's family?,1998,1095,TEMPORAL,True
How many years did Rudolph the Red-Nosed Reindeer run as a television special voiced by Billie Mae Richards ?,46 years,1095,TEMPORAL,True
What year did Rudolph the Red-Nosed Reindeer debut as a television special?,1964,1095,TEMPORAL,True
When was the last television special with Rudolph the Red Nosed Reindeer?,2010,1095,TEMPORAL,True
How many of Rudolph the Red Nosed Reindeer's family members were introduced in the most recent film?,4,1095,COUNT,False
When did Rudolph the Red Nosed Reindeer first appear on television?,1964,1095,TEMPORAL,True
How many years after the first appearance of Rudolph the Red-Nosed Reindeer was Rusty introduced as his cousin?,59,1095,COUNT,True
How many years were between when Charlton Heston portrayed the character and when he voiced the character?,44,1101,COUNT,True
How many actors portrayed the character in the 21st century?,2,1101,COUNT,False
What was the last year that Judah Ben-Hur was portrayed?,2016,1101,TEMPORAL,True
When was the first time that Judah Ben-Hur appeared on the screen?,1925,1101,TEMPORAL,True
How long after the novel A Tale of the Christ was published did Ramon Novarro portray Ben-Hur?,45 years,1101,TEMPORAL,True
How many years were between when Carl Stockdale and Julian Rhind-Tutt  played Monks,85 years,1104,TEMPORAL,True
On what medium was the character Monks portrayed during the 1980's?,TV,1104,UNKNOWN,False
What was the last year the Monks was portrayed on a television miniseries?,2007,1104,TEMPORAL,True
What year was Monks portrayed by Carl Stockdale?,1922,1104,TEMPORAL,True
When was the first release of Monks?,1922,1104,TEMPORAL,True
When was Monks last released in film form?,1982,1104,TEMPORAL,True
How many actors played Monks in the 21st century?,1,1104,COUNT,False
When did the Indian Navy commission INS Vikramaditya?,INS Vikramaditya was commissioned by the Indian Navy on 16 November 2013,1109,TEMPORAL,True
When did the Russians sell INS Vikramaditya to the Indian Navy?,INS Vikramaditya was sold to the Indian Navy on 20 January 2004,1109,TEMPORAL,True
When was INS INS Vikramaditya launched?,INS Vikramaditya was launched on 4 December 2008,1109,TEMPORAL,True
When was the INSVikramaditya commissioned?,16 November 2013,1109,TEMPORAL,True
What is the maximum number of aircrafts the INSVikramaditya can carry?,36,1109,COUNT,False
How manys years did the INSVikramaditya Commissioned after Launched in Soviet Union Russia?,5 Years,1109,TEMPORAL,True
How many years ago the INSVikramaditya decommissioned in Soviet Union Russia?,26 years ago,1109,TEMPORAL,True
What is the name of INSVikramaditya before buyed by india in 2008?,Admiral Gorshkov,1109,UNKNOWN,False
How many years was it from the time INSTrishulentering Jubail was ordered til the time it was launched?,3,1113,COUNT,True
How long after launch was INSTrishulentering Jubail officially commissioned?,1 year and 7 months.,1113,TEMPORAL,True
How long after INSTrishulentering Jubail was ordered was it officially commissioned?,5 years 7 months,1113,TEMPORAL,True
How much time passed between the time the INSTrishul was ordered and it laid down?,2 years,1113,TEMPORAL,True
How long after the launch of the INSTrishul was it commissioned?,3 years,1113,TEMPORAL,True
How many days did INSTrishul Launched after Laid down?,427 days,1113,TEMPORAL,True
What is the current status INSTrishul in 2022?,In active service for Indian Navy,1113,UNKNOWN,False
What is the class type of INSTrishul launched in 2000?,Talwar-class frigate,1113,UNKNOWN,False
How many years after the INSTrishul was ordered was its launch?,3,1113,COUNT,True
How long after production stopped on the Firefly was it officially retired?,1,1128,UNKNOWN,True
How many years did FAA Fairey Firefly was produced?,14 Years,1128,TEMPORAL,True
How many years ago FAA Fairey Firefly was retired from Royal Navy?,66 Years ago,1128,TEMPORAL,True
When was the Firefly's first flight?,22 December 1941,1128,TEMPORAL,True
For how long was the Firefly in service?,15 years,1128,TEMPORAL,True
How many FAA Fairey Firefly was produced between 1941-1955?,1702,1128,COUNT,False
How long has it been since the Firefly retired?,66 years,1128,TEMPORAL,True
How long after the First Flight was the Firefly retired?,15,1128,UNKNOWN,True
How long after the Firefly was introduced did production stop?,12,1128,UNKNOWN,True
How many years passed between the PBY Catalina's first flight and its retirement by the United States Navy Reserve?,Nearly 22,1130,COUNT,True
The PBY Catalina was in production for how many years?,9,1130,COUNT,True
How many years was the PBY Catalina manufactured?,nine,1130,COUNT,True
How many miltaries primarily used the PBY Catalina?,Three,1130,COUNT,False
For how long was the PBY Catalinain commission by the US Navy?,21 years,1130,TEMPORAL,True
The number of primary users of the PBY Catalina since its first flight in 1935 is what?,4,1130,COUNT,False
How many years did X-15 was used for NASA and US Air Force?,9 Years (1959-1968),1132,TEMPORAL,True
Which event related to the X-15 took place in the summer?,Introduction,1132,UNKNOWN,False
How many years did X-15 was retired?,54 years ago,1132,TEMPORAL,True
How many days did X-15 was introduced after first flight in 8 June 1959?,101 days after,1132,TEMPORAL,True
How many years separate the X-15's first flight and retiring?,9 years,1132,TEMPORAL,True
How many months separated the introduction of the X-15 and it's first flight?,3,1132,COUNT,True
How many months after the first flight was was the introduction of the X-15?,3,1132,COUNT,True
How many years are between the first flight of the X-15 and when it was retired?,9,1132,COUNT,True
What year did the X-15 take its first flight?,1959,1132,TEMPORAL,True
How many years did Coordination Center for Ethnic Germans was worked from 1937?,Eight Years,1139,TEMPORAL,True
How many years was Reichsführer-SSHeinrich Himmler the responsible minister for the Coordination Center for Ethnic Germans?,6 years,1139,TEMPORAL,True
How many years did the Coordination Center for Ethnic Germans remain in existance?,8 years,1139,TEMPORAL,True
What are the Jurisdiction countries?,Germany Occupied Europe,1139,UNKNOWN,False
Which year formed in Coordination Center for Ethnic Germans?,1937,1139,TEMPORAL,True
How many years ago did Coordination Center for Ethnic Germans was founded?,85 Years ago,1139,TEMPORAL,True
How many listed leadership roles are there?,Four,1141,COUNT,False
How many years separated the formation of the V/Line Corporation as a State Transport Authority and it becoming a statutory authority?,20 years,1141,TEMPORAL,True
What year was the V/Line Corporation formed as State Transport Authority?,1983,1141,TEMPORAL,True
How many years ago did V/Line Corporation was formed?,39 Years ago (1983),1141,TEMPORAL,True
What was the key document created for V/Line Corporation in 2010?,Transport Integration Act 2010,1141,UNKNOWN,False
How many years completed that V/Line Corporation formed as statutory corporation?,19 Years completed,1141,TEMPORAL,True
How long has V/Line been a corporation?,19 years,1141,TEMPORAL,True
How long was V/Line an Authority brand?,20 years,1141,TEMPORAL,True
when was formed Victorian Regional Channels Authority?,"April 1, 2004",1143,TEMPORAL,True
what is the headquarters of Victorian Regional Channels Authority?,Geelong VIC 3220,1143,UNKNOWN,False
How many employees worked in Victorian Regional Channels Authority?,9,1143,COUNT,False
What are the Authority executive name?,"Michael Harvey, Chief Executive Officer",1143,UNKNOWN,False
What was the Victorian Regional Channels Authority's age when the Transport Integration Act 2010 was implemented?,6 years old,1143,TEMPORAL,True
How many main jurisdictions does the Victorian Regional Channels Authority maintain?,Three,1143,COUNT,False
Which year Founded of Victorian Regional Channels Authority?,1 April 2004,1143,TEMPORAL,True
How many key leadership roles are there?,Two,1143,COUNT,False
how many employee of Victorian Regional Channels Authority?,9,1143,COUNT,False
When was the most recent of Catan published?,2015,1147,TEMPORAL,True
How many years ago did CATAN 3rd edition released?,25 Years ago,1147,TEMPORAL,True
What was the other name of CATAN game in 2000?,The Settlers of Catan,1147,UNKNOWN,False
What was the last edition of Catan published in the 90s?,third edition,1147,UNKNOWN,False
How many years did 5th edition released after first edition of CATAN released  in 1995?,20 Years after first edition,1147,TEMPORAL,True
How many years longer was time between the fourth and fifth edition than between the 1st and 2nd edition?,7,1147,COUNT,True
How long was the time between the first edition and the fourth edition?,12 years,1147,TEMPORAL,True
How many of the editions of The Settlers of Catan were released before the 21st century?,3,1147,COUNT,False
When was the first edition of Catan published?,1995,1147,TEMPORAL,True
How many years passed between the first issue and the revised issues of Heroes Unlimited?,3,1151,COUNT,True
How many years ago did Heroes Unlimited was 1st edition published?,38 Years ago,1151,TEMPORAL,True
How many years after Heroes Unlimited 2nd edition released?,14 years after,1151,TEMPORAL,True
"What was the genre of the game ""Heroes Unlimited"" published in 1984?",Superhero,1151,UNKNOWN,False
How long after Heroes Unlimited began was the last edition printed?,14 years,1151,TEMPORAL,True
How many editions of Heroes Unlimited were printed between 1984 and 1998?,4,1151,COUNT,False
How many rev. prints were there before 1993?,8,1151,COUNT,False
When could you first read Heroes Unlimited?,August 1984,1151,TEMPORAL,True
In what year was the most recent of Heroes Unlimited published?,1998,1151,TEMPORAL,True
What year did Argentina become World Cup champions for the first time?,1978,1160,TEMPORAL,True
What year did Argentina make its first World Cup appearance?,1930,1160,TEMPORAL,True
What year did Argentina gain its highest ranking?,2007,1160,TEMPORAL,True
How many World Cups passed in between Argentina's first and second World Cup Championship?,One,1160,COUNT,False
How long after Argentina's biggest win did it make its first appearance at the Panamerican Championship?,14 years,1160,TEMPORAL,True
How long was Argentina's Men's football team longest reign at number one ranking?,12 months,1160,TEMPORAL,True
How many of Argentina's Copa América championships took place in 21 century?,1,1160,COUNT,False
How many years are between Argentina's first international match and their biggest defeat against Czechoslovakia?,56,1160,COUNT,True
How many years after their first appearance in the World Cup did Argentina win a championship?,48,1160,COUNT,True
When was the first edition of Arkham Horror: The Card Game released?,2016,1161,TEMPORAL,True
When was the first time that you could play Arkham Horror: The Card Game?,2016,1161,TEMPORAL,True
How long ago was the first edition of Arkham Horror: The Card Game released?,6 years,1161,TEMPORAL,True
What is the expected playing time range difference?,An hour,1161,TEMPORAL,False
How many quarterly years has Arkham Horror been active?,21,1161,COUNT,True
In how many languages does Arkham Horror come in?,11,1161,COUNT,False
How many years ago did Arkham Horror: The Card Game was published?,6 years ago (2016),1161,TEMPORAL,True
What was the maximum setup time required for Arkham Horror: The Card Game?,15 Minutes,1161,TEMPORAL,False
How many years was Atlantis in publication?,35 years,1163,TEMPORAL,True
What year did Atlantis become published?,1984,1163,TEMPORAL,True
When was the most recent edition of Atlantis released?,2019,1163,TEMPORAL,True
How many years passed between the first and second editions of Atlantis?,1,1163,COUNT,True
How many years were between the 1st edition of Atlantis and the 30th anniversary edition?,35,1163,COUNT,True
How many of the editions were released in the 90's?,1,1163,COUNT,False
How much longer was the time between the Second Age and 30th Anniversary Edition  than between  the 1st and 2nd edition?,4 years,1163,TEMPORAL,True
When was the first edition of Atlantis released?,1984,1163,TEMPORAL,True
How many years are between Australia's first ODI and its last T20I?,51,1164,COUNT,True
"How long after Australia Cricket's first best test ranking, when did they achieve their best ODI ranking?",38 years,1164,TEMPORAL,True
How many years ago was Australia's first test ever in Cricket?,145 years ago,1164,TEMPORAL,True
What was the longest span Australia went between championships in Cricket ODI?,12 years,1164,TEMPORAL,True
How many days ago did Australia played their last ODI?,28 days ago,1164,TEMPORAL,True
How many times did Australia are Champions in ODI since 1970?,"5 Times (1987, 1999, 2003, 2007, 2015)",1164,TEMPORAL,False
How many years ago did Australia won T20I World Cup?,1 Year ago (2021),1164,TEMPORAL,True
How many years after Australia acquired its test status did it become a full member of the ICC?,32 years,1164,TEMPORAL,True
How many years are between Australia's first international and their first AFC U-23 Asian Cup appearance?,46,1166,COUNT,True
Which of Australia's Summer Olympics appearances saw their best result?,first,1166,UNKNOWN,False
How many years after first appearing at the AFC U-23 Asian Cup did Australia have their best result?,seven,1166,COUNT,True
How many years apart were Australia's two biggest defeats?,20,1166,COUNT,True
What year did the Australian team gain its best result in the Summer Olympics?,1992,1166,TEMPORAL,True
What year did the Australian team make its first Summer Olympics appearance?,2013,1166,TEMPORAL,True
How many years after did England won the T20 World Cup since their first T20I in 2005?,Aftter 5 Years (2010),1172,TEMPORAL,True
How many years ago did England acquired test status?,145 Years ago (1877),1172,TEMPORAL,True
How many years are between England's first ODI and first T20I?,34,1172,COUNT,True
How long after their first appearance in a World Cup did it take England to win a Championship?,44 years,1172,TEMPORAL,True
How many years after England acquired its test status did it achieve full ICC status?,32,1172,COUNT,True
How would England have had to score in order to win in March 1877?,5 runs,1172,UNKNOWN,False
How many versions was published for FATE Core from 2003?,Four,1175,COUNT,False
When was the most recent publication of FATE?,2013,1175,TEMPORAL,True
How many years after the first publication of FATE was the second publication?,3,1175,COUNT,True
When was the first year that FATE was published?,2003,1175,TEMPORAL,True
What does fate mean in life?,An event that happens. your overall circumstances or condition in life.,1175,UNKNOWN,False
What was the name of the 3rd Edition of Fate Core in 2006?,Spirit of the Century,1175,TEMPORAL,False
How many years did Probe game was active?,18 Years,1188,TEMPORAL,True
How long after the last publication of Probe was it no longer active?,6 years,1188,TEMPORAL,True
How many editions was published the Probe game since 1964?,3 Editions,1188,COUNT,False
How many years after the publication of #112 was the publication of #202?,12,1188,COUNT,True
How many publications took place in the 70's?,2,1188,COUNT,False
What year was Probe originally released?,1964,1188,TEMPORAL,True
How many years was Probe in production?,18 years,1188,TEMPORAL,True
How many years difference was there between the first Srilankan T20I and the last T20I?,40 years,1191,TEMPORAL,True
How long did Sri Lanka take from being an ICC Associate member to full member?,16 years,1191,TEMPORAL,True
How long did it take for Sri Lanka to become a full member after attaining its Associate Member ICC status?,16 years,1191,TEMPORAL,True
When did Sri Lanka make its first World Cup appearance?,1975,1191,TEMPORAL,True
What year did Sri Lanka gain its Associate Member ICC status?,1965,1191,TEMPORAL,True
How long after Sri Lanka's first ODI and first T20I?,31 years,1191,TEMPORAL,True
What is the time span for World Test Championship appearances for Srilanka?,2 year,1191,TEMPORAL,True
How far did Ingenuity travel as of the day of its last flight?,7.17 km (4.46 mi),1206,UNKNOWN,False
How many month ago did Ingenuity was deployed to mars?,15 months ago,1206,TEMPORAL,True
How many days did Ingenuity was flyed in mars?,418 days,1206,TEMPORAL,True
Approximately how many km did Ingenuity move per flight in 14 months?,0.25 km,1206,COUNT,False
How long did Ingenuity take to go from deployment to it's last flight?,14 months,1206,TEMPORAL,True
How long did it take for Ingenuity to go from Deployment to first flight?,16 days,1206,TEMPORAL,True
How long was it between the day of Ingenuity's first flight and its last flight?,2 months,1206,TEMPORAL,True
How many years did the Ingenuity fly?,1 year,1206,TEMPORAL,True
How many days did Ingenuity take from date of deployment to its first flight?,16 days,1206,TEMPORAL,True
How much time since deployment did it take for Ingenuity to travel 7.17 km?,1 year 2 months,1206,TEMPORAL,True
How long after Ingenuity was deployed was the picture taken?,4 days,1206,TEMPORAL,True
